id,question,source,choice1,choice2,choice3,choice4,answer
569,冬枯れのけしきこそ、秋には【をさをさ】劣るまじけれ。,（徒然草）,1:ほとんど劣らないだろう,2:それでも劣らないだろう,3:結局劣らないだろう,4:まったく劣らないだろう,1
570,【あなかま】、人に聞かすな。いとをかしげなる猫なり。飼はむ。,（更級日記）,1:ちょっと待って,2:しっ、静かに,3:なるほど、そうか,4:いいか、わかったな,2
571,仁和寺にある法師、年寄るまで石清水を拝まざりければ、心憂くおぼえて、ある時思ひ立ちて、ただひとり【徒歩】より詣でけり。,（徒然草）,1:意地で,2:歩いて,3:気ままに,4:黙々と,2
572,木霊などいふ、【けしからぬ】かたちも現るるものなり。,（徒然草）,1:おもしろい,2:許されない,3:異様な,4:神妙な,3
573,今日は都のみぞ【思ひやら】るる。,（土佐日記）,1:思い出される,2:心配される,3:想像される,4:懐かしく思われる,3
574,さは、三条院の、御末は絶えねとおぼしめし、【おきて】させ給ふか。,（大鏡）,1:抵抗し,2:あらかじめ決め,3:きちんとお考え,4:辞退し,2
575,汝等は古い者どもなり。いくさのやうをも【おきて】よ。,（平家物語）,1:変更せよ,2:議論せよ,3:想像せよ,4:指図せよ,4
576,女もいやしければ、【すまふ】力なし。,（伊勢物語）,1:訴える,2:説明する,3:許しを得る,4:抵抗する,4
577,門強く【させ】。,（枕草子）,1:見よ,2:守れ,3:閉めろ,4:開けよ,3
578,など、【あたら】夜を御覧じさしつる。,（源氏物語）,1:もうご覧になるのをやめ,2:途中でご覧になるのをやめ,3:急にご覧になることにし,4:即座にご覧になる気になられ,2
579,あかぬ別れの涙には、袖【しほたれ】てほしあへず。,（平家物語）,1:涙で濡れて,2:涙をぬぐって,3:涙となって,4:涙を吸って,1
580,さりぬべき折見て、対面すべく【たばかれ】。,（源氏物語）,1:話をつけよ,2:時期を考えよ,3:訪問せよ,4:工夫しろ,4
581,佐々木に【たばかり】れけり。浅かりけるぞや。渡せや渡せ。,（平家物語）,1:だまされ,2:負かされ,3:しかられ,4:抜かされ,1
582,それにこそ、菅原の大臣、御心のままに【まつりごち】給ひけれ。,（大鏡）,1:人を使い,2:儀礼を司り,3:振る舞い,4:政治を行い,4
583,いと【らうらうじく】、歌詠み給ふことも、おとうとたち、御息所よりもまさりてなむいますかりける。,（大和物語）,1:おそれ多く,2:すばらしく,3:大人びてい,4:もの慣れてい,4
584,姫君は、【らうらうじく】、深く重りかに見え給ふ。,（源氏物語）,1:心労があり,2:気品があり,3:誠意があり,4:教養があり,2
585,しばし見るも【むくつけけれ】ば、往ぬ。,（堤中納言物語）,1:不気味である,2:腹立たしい,3:嫌である,4:ばかばかしい,1
586,昔のよしみを忘れぬことはあはれなれども、思ひ立つこそ【おほけなけ】れ。三日平氏とはこれなり。,（平家物語）,1:勇ましいことだ,2:恐れ入ることだ,3:身の程知らずだ,4:意外なことだ,3
587,見し夢を、心一つに思ひあはせて、また語る人もなきが、いみじう【いぶせく】もあるかな。,（源氏物語）,1:気が晴れなく,2:堪えがたく,3:むなしく,4:もの寂しく,1
588,ことさらにやつれたるけはひ【しるく】見ゆる車二つあり。,（源氏物語）,1:そこかしこに,2:恥ずかしく,3:明白に,4:しらじらしく,3
589,（源氏ハ）のたまひしも【しるく】、十六夜の月をかしきほどにおはしたり。,（源氏物語）,1:がやはり正しく,2:もそのとおりに,3:を証明するように,4:もはっきりしていて,2
590,ひとり、灯火のもとに文を広げて、見ぬ世の人を友とするぞ、【こよなう】慰むわざなる。,（徒然草）,1:なんとなく,2:格段に,3:適度に,4:いつでも,2
591,織物は、紫。白き。紅梅もよけれど、見ざめ【こよなし】。,（枕草子）,1:次元が異なる,2:特徴がない,3:格段によい,4:格段に劣っている,4
592,涙にくれてゆく先も見えねば、【なかなか】なりける見参かなと、今はくやしうぞ思はれける。,（平家物語）,1:仕方ない,2:悔やまれる,3:不幸だ,4:くやしい,2
593,堀川相国は、美男の【たのしき】人にて、そのこととなく過差を好み給ひけり。,（徒然草）,1:風流な,2:裕福な,3:愉快な,4:好色な,2
594,女、いと思はずに、似たる声かなとまで、【あさましう】おぼゆ。,（堤中納言物語）,1:思ったとおりに,2:思った以上に,3:思いあまって,4:思いがけなく,4
595,内裏わたりはなほけはひ【ことなり】けり。,（紫式部日記）,1:異様である,2:重々しい,3:すばらしい,4:別である,4
596,同じ人ながらも、心ざしある折とかはりたる折は、まことに【こと人】とぞおぼゆる。,（枕草子）,1:意外な,2:違う,3:会いたい,4:昔の,2
597,むげに【いろ】なく、いかにのり給ひけるぞ。,（今物語）,1:色恋,2:嫉妬心,3:情趣,4:理由,3
598,万にいみじくとも、【色】好まざらん男は、いとさうざうしく、玉の巵の底なき心地ぞすべき。,（徒然草）,1:学問,2:風情,3:恋愛,4:宴席,3
599,【こころなき】身にもあはれは知られけり鴫立つ沢の秋の夕暮れ,（新古今和歌集）,1:情趣を解する心,2:旅を楽しむ心,3:仏を信じる心,4:人を愛する心,1
600,この獅子の立ちやう、いとめづらし。深き【ゆゑ】あらん。,（徒然草）,1:情趣,2:関係,3:信仰,4:理由,4
601,すべて（女ノ）人はおいらかに、少し心掟のどやかに、落ち居ぬるをもととしてこそ、【ゆゑ】もよしもしをかしく、心やすけれ。,（紫式部日記）,1:容貌,2:品格,3:家柄,4:性格,2
602,【ゆゑ】ある木かげに立ちやすらひ給へる院の御かたち、いと清らにめでたし。,（増鏡）,1:品格,2:評判,3:風情,4:特徴,3
603,帯刀ハ）「（邸ニハ）誰々かとまり給へる」とさりげなくて【あない】問ふ。,（落窪物語）,1:内部,2:内情,3:人数,4:人物,2
604,鎌倉にてよくよくこの川の【御沙汰】は候ひしぞかし。,（平家物語）,1:評議,2:推察,3:命令,4:処置,1
605,世静まり候ひなば、勅撰の【御沙汰】候はんずらん。,（平家物語）,1:計画,2:指図,3:注文,4:処置,2
606,若狭の国に【沙汰】すべきことありて行くなりけり。,（今昔物語集）,1:受領,2:考慮,3:処置,4:調査,3
607,さればよ。【あるやう】あらむ。,（源氏物語）,1:わけ,2:特徴,3:経験,4:きっかけ,1
608,その山、見るに、さらに登るべき【やう】なし。,（竹取物語）,1:様子,2:準備,3:手段,4:道,3
609,（遊女ハ）人の召しに従うてこそ参れ。左右なう推参する【やう】やある。,（平家物語）,1:機会,2:わけ,3:場所,4:こと,4
610,かねての【あらまし】、皆違ひゆくかと思ふに、おのづから違はぬこともあれば、いよいよ物は定めがたし。,（徒然草）,1:事情,2:経験,3:計画,4:状況,3
611,公事ども、しげく、春の【いそぎ】にとり重ねて催し行はるるさまぞ、いみじきや。,（徒然草）,1:急務,2:儀礼,3:準備,4:計画,3
612,宰相の君と二人、物語してゐたるに、殿の三位の君、簾の【つま】引き開けて居給ふ。,（紫式部日記）,1:下,2:横,3:先,4:裏,3
613,夕べの露のしげきも涙を催す【つま】なるべし。,（今鏡）,1:きっかけ,2:背景,3:そぶり,4:意味,1
614,小松の帝の御母、この大臣の御母、【はらから】におはします。,（大鏡）,1:親戚,2:親密,3:姉妹,4:同格,3
615,世の中の例として、思ふをば思ひ、思はぬをば思はぬものを、この人は、思ふをも、思はぬをも、【けぢめ】見せぬ心なむありける。,（伊勢物語）,1:区別,2:内実,3:決着,4:本心,1
616,伊勢の君の、弘徽殿の壁に書き付けたうべりし歌こそは、【そのかみ】に、あはれなることと人の申ししか。,（大鏡）,1:その人,2:その割,3:その場,4:その時,4
617,【そのかみ】のことなど思ひ出づるに、めでたき喜びの涙ならんかし。,（増鏡）,1:その昔,2:その場所,3:その人,4:その効果,1
618,皇胤なれど、姓たまはりて、【ただ人】にて仕へて、位につきたる例やある。,（大鏡）,1:臣下,2:養子,3:大臣,4:親族,1
619,一の人 の御有様はさらなり、【ただ人】も、舎人など賜はるきはは、ゆゆしと見ゆ。,（徒然草）,1:上位の貴族,2:臣下,3:普通の貴族,4:庶民,3
620,ころは正月二十日あまりのことなれば、比良の高嶺、志賀の山、昔ながらの雪も消え、谷々の氷うち解けて、水は【をりふし】増さりたり。,（平家物語）,1:偶然,2:いつものように,3:思ったとおり,4:ちょうどその時,4
621,【折節】の移り変はるこそ、ものごとにあはれなれ。,（徒然草）,1:世代,2:時代,3:季節,4:年月,3
622,わが知る人にてある人の、【はやか】見し女のことほめ言ひ出でなどするも、ほど経たることなれど、なほにくし。,（枕草子）,1:いつか,2:さっそく,3:長年,4:以前,4
623,【はやか】御髪おろし給うてき。,（大和物語）,1:そのまま,2:すでに,3:なぜか,4:先日,2
624,いかなる船なるといふことを知らざるに、【はやく】、賊船なりけり。,（今昔物語集）,1:ひょっとすると,2:思ったとおり,3:なんともまあ,4:以前に見ている,3
625,曇りたる空を、【つくづくと】ながめ暮らしたるは、いみじうこそあはれなれ。,（枕草子）,1:じっくりと,2:ぼんやりと,3:ぐったりと,4:しんみりと,4
626,いとしもおぼえぬ人の、おし起こして、【せめて】もの言ふこそ、いみじうすさまじけれ。,（枕草子）,1:こっそりと,2:一生懸命,3:無理やり,4:長々と,3
627,【せめて】恐ろしきもの。夜鳴る神。近き隣に盗人の入りたる。,（枕草子）,1:非常に,2:少しは,3:やはり,4:心から,1
628,【さりとも】、この北陸道にて、羽黒の讃岐阿闍梨見知らぬ者やあるべき。,（義経記）,1:まさかと思うが,2:いくらなんでも,3:だれがなんと言おうと,4:そうはいっても,2
629,すべて、何も皆、事のととのほりたるは、悪しきことなり。し残したるを【さて】打ち置きたるは、おもしろく、生き延ぶるわざなり。,（徒然草）,1:そのまま,2:のちのちまで,3:いい加減に,4:ちょっとの間,1
630,【さての】人々は皆臆しがちに鼻白める多かり。,（源氏物語）,1:どうしたことか,2:たいていの,3:ところで,4:そのほかの,4
631,この殿は、【おほかた】歌のありさま知りたまはぬにこそ。,（宇治拾遺物語）,1:ほとんど～ない,2:まったく～ない,3:思ったとおり～ない,4:少しも～ない,2
632,【かまへて】よくよく宮仕へ、御心に違ふな。,（平家物語）,1:注意して,2:信頼して,3:希望して,4:警戒して,1
633,（コ ノ 馬 ヲ ）【かまへて】盗まむ。,（今昔物語集）,1:いつかは,2:注意して,3:ぜひとも,4:みなで,3
634,（狐ハ）【かまへて】調ずまじきなり。,（宇治拾遺物語）,1:決して,2:もう,3:これから,4:やはり,1
635,夢もうつつも、「これはよきこと」と人申せど、【させる】ことなく てやむやう侍り。,（大鏡）,1:何かが起こる,2:たいした,3:ちょっとした,4:気の利いた,2
636,「【さはれ】、このついでにも死なばや」とおぼす。,（源氏物語）,1:つらいことだ,2:思いどおりになれ,3:そのとおりだ,4:どうにでもなれ,4
637,才はきはめてめでたけれど、みめは【いとしも】なし。,（古本説話集）,1:特徴がない,2:たいしたことはない,3:格段に劣っている,4:身分どおりだ,2
638,おのれが身【かずならず】して権門の傍らに居る者は、深く喜ぶことあれども、大いに楽しむに能はず。,（方丈記）,1:定まらなく,2:ほどほどに高く,3:取るに足りなく,4:合わなく,3
639,男だに才がりぬる人は、いかにぞや、はなやかならずのみはべるめるよ。【さら】に日記。,（紫式部日記）,1:あまり感心しません,2:こんな感じです,3:人に好かれません,4:思ったとおりです,1
640,【さればよ】。思し疑ふことこそありけれ。,（落窪物語）,1:なんだそれは,2:それはそうだろう,3:もうどうでもよい,4:思ったとおりだ,4
641,【さればこそ】。異物の皮なりけり。,（竹取物語）,1:とんでもない,2:思う壺だ,3:もう必要ない,4:案の定,4
642,歌など詠むは【世の常】なり。かく折にあひたること（＝漢詩句）なん言ひがたき。,（枕草子）,1:時代の流れだ,2:難しいものだ,3:ありきたりだ,4:おかしいことだ,3
643,めでたしなどは言ふも【世の常】なり。,（大鏡）,1:恥ずかしいことだ,2:嘆かわしいことだ,3:月並みな表現だ,4:世の定めだ,3
644,「これ、結ばばや」と言へば、実方の中将、寄りてつくろふに、【ただならず】。,（枕草子）,1:それだけではすまない,2:周囲が驚いている,3:様子が普通ではない,4:簡単にはいかない,3
645,かくて閉ぢめてむと思ふものから、【ただならず】ながめがちなり。,（源氏物語）,1:心が平静ではなく,2:妊娠して,3:状況が許さず,4:様子がおかしくて,1
646,男夜な夜な通ふほどに、年月も重なるほどに、（女ノ）身も【ただならず】なりぬ。,（平家物語）,1:おかしくなってしまった,2:新鮮さがなくなってしまった,3:危うくなってしまった,4:妊娠してしまった,4
647,人の泣き騒ぐ音の聞こゆるに、いとゆゆしく、【ものもおぼえず】。,（紫式部日記）,1:じっと我慢している,2:呆然としている,3:心配している,4:何も言えずにいる,2
648,【ものもおぼえぬ】官人どもが申しやうかな。,（平家物語）,1:頭の回らない,2:役に立たない,3:意欲のない,4:道理をわきまえない,4
649,【ひとやりならぬ】道なれば、行き憂しとてとどまるべきにもあらで、何となく急ぎ立ちぬ。,（十六夜日記）,1:そう簡単にはいかないような,2:自分一人の気ままなものではない,3:他のせいではなく、自分の心からする,4:人から頼まれた,3
650,野分の【またの日】こそ、いみじうあはれにをかしけれ。,（枕草子）,1:翌日,2:来ない日,3:前日,4:当日,1
651,正月一日、言忌みもし【あへず】。,（紫式部日記）,1:する必要はない,2:まったくできない,3:最後までしきれない,4:中断もできない,3


